2016-11-02,2016-11-03,2016-11-04,2016-11-05,2016-11-06,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-12,2016-11-13,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-19,2016-11-20,2016-11-21,2016-11-22,2016-11-23,2016-11-24,2016-11-25,2016-11-26,2016-11-27,2016-11-28,2016-11-29,2016-11-30,2016-12-01,2016-12-02,2016-12-03,2016-12-04,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-10,2016-12-11,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-17,2016-12-18,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-24,2016-12-25,2016-12-26,2016-12-27,2016-12-28,2016-12-29,2016-12-30,2016-12-31
2.9444389791664403,1.9459101490553128,1.9459101490553128,1.6094379124341005,1.3862943611198906,2.4849066497880004,2.19722457733622,1.9459101490553128,1.791759469228055,2.19722457733622,1.6094379124341005,1.791759469228055,1.791759469228055,2.3978952727983707,1.9459101490553128,1.791759469228055,1.791759469228055,2.079441541679836,1.6094379124341005,1.9459101490553128,2.079441541679836,2.995732273553991,2.3978952727983707,1.3862943611198906,2.079441541679836,2.639057329615259,2.4849066497880004,2.3978952727983707,2.079441541679836,2.3978952727983707,2.9444389791664403,1.9459101490553128,1.9459101490553128,1.791759469228055,2.19722457733622,2.079441541679836,1.6094379124341005,2.3978952727983707,2.70805020110221,1.9459101490553128,1.6094379124341005,1.9459101490553128,1.3862943611198906,2.079441541679836,2.5649493574615367,1.791759469228055,2.302585092994046,2.079441541679836,2.302585092994046,3.1780538303479458,1.9459101490553128,1.9459101490553128,2.4849066497880004,1.6094379124341005,1.9459101490553128,1.791759469228055,2.079441541679836,1.9459101490553128,1.9459101490553128,2.302585092994046
6.115892125483034,6.061456918928017,5.726847747587197,5.8522024797744745,6.061456918928017,5.910796644040527,5.823045895483019,5.676753802268282,5.886104031450156,5.652489180268651,5.899897353582492,6.280395838960195,6.09807428216624,5.968707559985366,5.726847747587197,5.840641657373398,5.713732805509369,5.945420608606575,6.0867747269123065,6.075346031088684,6.061456918928017,6.572282542694008,5.976350909297934,5.820082930352362,5.958424693029782,6.163314804034641,6.045005314036012,5.75890177387728,5.834810737062605,5.631211781821365,5.849324779946859,5.7745515455444085,5.780743515792329,5.723585101952381,5.6937321388027,5.525452939131784,5.501258210544727,5.783825182329737,5.659482215759621,5.8805329864007,5.961005339623274,5.823045895483019,5.594711379601839,5.683579767338681,5.537334267018537,5.575949103146316,5.814130531825066,5.723585101952381,5.723585101952381,5.552959584921617,5.44673737166631,5.407171771460119,5.267858159063328,5.438079308923196,5.814130531825066,5.75890177387728,5.783825182329737,5.594711379601839,5.308267697401205,5.25227342804663
1.3862943611198906,1.9459101490553128,1.0986122886681096,1.6094379124341005,0.0,2.5649493574615367,1.791759469228055,0.6931471805599453,1.0986122886681096,0.6931471805599453,1.791759469228055,1.0986122886681096,1.791759469228055,1.3862943611198906,1.0986122886681096,1.6094379124341005,1.6094379124341005,1.3862943611198906,1.791759469228055,1.791759469228055,1.6094379124341005,1.9459101490553128,2.19722457733622,2.079441541679836,2.4849066497880004,2.19722457733622,1.791759469228055,1.791759469228055,1.791759469228055,1.791759469228055,2.302585092994046,2.079441541679836,1.791759469228055,1.3862943611198906,2.19722457733622,2.3978952727983707,1.3862943611198906,2.079441541679836,1.791759469228055,0.6931471805599453,2.079441541679836,2.19722457733622,1.9459101490553128,2.079441541679836,1.791759469228055,1.0986122886681096,2.3978952727983707,1.9459101490553128,1.791759469228055,2.3978952727983707,1.9459101490553128,2.079441541679836,1.6094379124341005,2.19722457733622,1.0986122886681096,1.6094379124341005,2.302585092994046,1.6094379124341005,2.4849066497880004,2.5649493574615367
6.706862336602747,6.558197802812269,6.844815479208263,6.315358001522335,6.648984550024776,6.626717749249025,6.410174881966167,6.028278520230698,6.1092475827643655,6.133398042996649,6.030685260261263,5.855071922202427,6.133398042996649,6.297109319933935,6.077642243349034,6.0867747269123065,5.8888779583328805,6.401917196727186,5.908082938168931,6.192362489474872,6.1463292576688975,6.139884552226255,6.2166061010848646,5.971261839790462,5.8522024797744745,5.8522024797744745,6.133398042996649,6.073044534100405,5.983936280687191,5.950642552587727,5.932245187448011,5.726847747587197,5.793013608384144,5.958424693029782,5.877735781779639,5.817111159963204,5.71042701737487,5.905361848054571,5.54907608489522,5.891644211825771,5.963579343618446,9.55768189473384,6.037870919922137,5.968707559985366,5.869296913133774,5.749392985908253,5.908082938168931,5.739792912179234,5.926926025970411,5.645446897643238,5.733341276897746,5.68697535633982,5.883322388488279,5.3230099791384085,5.780743515792329,6.084499413075172,5.846438775057724,5.703782474656201,5.726847747587197,5.356586274672012
8.643649615368796,8.463370384718731,8.56216655705897,8.631235907456897,8.68490859582083,8.499029220788566,8.216628493133443,7.957177323459475,7.928406026180535,7.934155233536322,8.130059039992796,8.146998697389993,8.133587417660966,8.15478757276852,8.21932609390609,9.005405040310642,9.26501793326688,9.012133305952004,8.785080636539838,8.620651899784468,8.469052816088302,8.542080906924017,8.502688505213357,8.32579052588609,8.25088114470065,8.264878262801748,8.151333337900432,8.151044945685024,8.060224240440958,8.022240916806537,7.982757702011113,7.988542982737695,8.046869510959576,8.010359588919783,7.957527402230773,7.974532844130228,7.934871565945176,7.975564658495202,7.862112211662748,7.883823214892152,7.783224016336037,7.8655717576847906,7.912789220690681,7.845416036592485,7.9229859587111955,7.863266724009573,7.78155595923534,7.763446388727362,7.755338812846501,7.744136627627991,7.769800996003896,7.723120092266331,7.709756864454165,7.635786861395585,7.928406026180535,7.845024417241484,7.83399634170946,7.765993079407675,7.73718007783463,7.675081857716334
3.5263605246161616,3.58351893845611,4.110873864173311,3.58351893845611,3.9318256327243257,4.852030263919617,4.174387269895637,4.31748811353631,4.330733340286331,4.02535169073515,3.713572066704308,4.23410650459726,3.8501476017100575,4.663439094112067,3.784189633918261,4.276666119016055,4.07753744390572,4.574710978503383,4.844187086458591,4.31748811353631,4.02535169073515,4.02535169073515,3.6635616461296463,3.951243718581428,3.970291913552122,4.060443010546419,4.204692619390966,4.158883083359672,4.430816798843313,4.07753744390572,4.204692619390966,3.9889840465642745,4.31748811353631,3.8712010109078903,4.31748811353631,3.7612001156935615,4.189654742026425,4.356708826689592,4.0943445622221,3.8501476017100575,3.737669618283368,3.58351893845611,3.8712010109078903,4.0943445622221,3.8712010109078903,5.407171771460119,4.3694478524670215,4.23410650459726,4.343805421853684,4.477336814478207,4.110873864173311,4.0943445622221,3.4011973816621555,5.424950017481403,4.262679877041316,3.912023005428146,3.5263605246161616,3.951243718581428,3.5263605246161616,3.6635616461296463
4.382026634673881,4.605170185988092,5.123963979403259,4.890349128221754,4.532599493153256,4.0943445622221,4.07753744390572,3.8501476017100575,6.336825731146441,4.927253685157205,4.795790545596741,4.174387269895637,4.584967478670572,3.8501476017100575,4.143134726391533,5.545177444479562,4.48863636973214,4.454347296253507,3.951243718581428,6.359573868672378,4.290459441148391,4.248495242049359,4.442651256490317,3.970291913552122,4.343805421853684,4.204692619390966,4.219507705176107,3.8501476017100575,3.8501476017100575,3.9889840465642745,4.564348191467836,4.882801922586371,4.290459441148391,4.430816798843313,3.970291913552122,2.8903717578961645,3.6635616461296463,4.700480365792417,4.330733340286331,4.290459441148391,3.951243718581428,4.110873864173311,3.784189633918261,3.80666248977032,4.356708826689592,4.127134385045092,3.8918202981106265,3.8501476017100575,3.4339872044851463,4.787491742782046,3.9889840465642745,3.9889840465642745,3.4339872044851463,3.6635616461296463,3.091042453358316,3.258096538021482,5.765191102784844,3.951243718581428,3.9889840465642745,3.828641396489095
2.5649493574615367,1.3862943611198906,1.3862943611198906,2.3978952727983707,2.19722457733622,1.9459101490553128,2.302585092994046,1.791759469228055,1.9459101490553128,1.3862943611198906,1.9459101490553128,1.6094379124341005,1.9459101490553128,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.302585092994046,2.079441541679836,2.302585092994046,2.1400661634962708,1.9459101490553128,1.0986122886681096,1.6094379124341005,1.0986122886681096,1.791759469228055,0.6931471805599453,1.791759469228055,1.6094379124341005,1.791759469228055,1.6094379124341005,1.791759469228055,1.3862943611198906,1.791759469228055,1.3862943611198906,1.9459101490553128,1.3862943611198906,1.0986122886681096,0.6931471805599453,1.3862943611198906,1.7047480922384253,1.9459101490553128,1.0986122886681096,1.0986122886681096,1.9459101490553128,2.079441541679836,2.19722457733622,1.6094379124341005,0.6931471805599453,1.791759469228055,1.3862943611198906,0.6931471805599453,2.079441541679836,1.3862943611198906,1.9459101490553128,1.791759469228055,1.791759469228055,1.8718021769015916,1.9459101490553128,2.19722457733622,2.302585092994046
7.124478262493424,6.612041034833092,7.372746366404328,7.108244139731541,7.370860166536716,6.668228248417403,6.473890696352274,6.395261598115449,6.71174039505618,7.01301578963963,7.645875825184813,7.513709247839705,7.053585727193677,6.9782137426306985,7.382746449738912,6.856461984594587,7.384610383176974,7.333023014386481,7.489412083508719,7.265429723253953,7.175489713624222,7.038783541388542,6.754604099487962,6.906754778648554,7.061334366910438,6.974478911025045,6.746412128573375,7.066466970136958,6.741700694652055,6.678342114654332,6.966024187106113,6.918695219020472,8.961879012677683,7.803026643632217,7.00488198971286,7.088408778675395,6.731018100482083,6.816735880594968,7.120444372392488,7.010311867307229,7.05617528410041,7.170888478512505,7.606387389772652,6.898714534329988,6.934397209928558,7.093404625868766,7.158513997329321,6.98100574072173,8.357493812658563,7.301147805856032,7.425357887027151,7.075808863978387,7.20934025660291,7.0967213784947605,6.956545443151569,6.805722553416985,8.148445666243235,7.333023014386481,7.526178913346146,7.115582126184454
1.0986122886681096,0.9162907318741552,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.0,0.6931471805599453,1.0986122886681096,0.9162907318741552,0.6931471805599453,0.5108256237659907,0.2876820724517809,0.0,0.2876820724517809,0.5108256237659907,0.6931471805599453,0.8109302162163288,0.9162907318741552,1.01160091167848,1.0986122886681096,0.8472978603872037,0.5108256237659907,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.2876820724517809,0.5108256237659907,0.6931471805599453,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5596157879354227,0.4054651081081644,0.2231435513142097,0.0,0.0,0.6931471805599453,0.9162907318741552,1.0986122886681096,0.8472978603872037,0.5108256237659907,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
